ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
LIET,medium_airport,Tortol? Airport,23,EU,IT,IT-88,Arbatax,LIET,TTB,LIET,NU01,"39.9188, 9.68298"
LIMC,large_airport,Milan Malpensa International Airport,768,EU,IT,IT-25,Ferno (VA),LIMC,MXP,LIMC,MI12,"45.6306, 8.72811"
LIME,large_airport,Milan Bergamo Airport / Antonio Locatelli Air Base,782,EU,IT,IT-25,Orio al Serio (BG),LIME,BGY,LIME,BG01,"45.670725, 9.709223"
LIMF,large_airport,Turin Airport,989,EU,IT,IT-21,Caselle Torinese (TO),LIMF,TRN,LIMF,TO11,"45.200802, 7.64963"
LIMG,medium_airport,Riviera Villanova d'Albenga International Airport,148,EU,IT,IT-42,Villanova d'Albenga (SV),LIMG,ALL,LIMG,SV01,"44.050598, 8.12743"
LIMJ,large_airport,Genoa Cristoforo Colombo Airport,13,EU,IT,IT-42,Genova (GE),LIMJ,GOA,LIMJ,GE01,"44.412039, 8.840732"
LIML,medium_airport,Milano Linate Airport,353,EU,IT,IT-25,Segrate (MI),LIML,LIN,LIML,MI11,"45.445099, 9.27674"
LIMP,medium_airport,Parma Airport,161,EU,IT,IT-45,Parma (PR),LIMP,PMF,LIMP,PR03,"44.826351, 10.29705"
LIMW,medium_airport,Aosta Corrado Gex Airport,1791,EU,IT,IT-23,Saint-Christophe (AO),LIMW,AOT,LIMW,AO01,"45.738552, 7.3683"
LIMZ,medium_airport,Cuneo International Airport,1267,EU,IT,IT-21,Levaldigi (CN),LIMZ,CUF,LIMZ,CN03,"44.547001, 7.62322"
LIPA,medium_airport,Aviano Air Base,410,EU,IT,IT-36,Aviano (PN),LIPA,AVB,LIPA,,"46.031898, 12.596503"
LIPB,medium_airport,Bolzano Airport,789,EU,IT,IT-32,Bolzano (BZ),LIPB,BZO,LIPB,BZ01,"46.460201, 11.3264"
LIPD,small_airport,Udine-Campoformido Air Base,305,EU,IT,IT-36,Campoformido (UD),LIPD,UDN,LIPD,UD07,"46.0308, 13.18225"
LIPE,large_airport,Bologna Guglielmo Marconi Airport,123,EU,IT,IT-45,Bologna,LIPE,BLQ,LIPE,BO08,"44.5354, 11.2887"
LIPH,medium_airport,Treviso Antonio Canova Airport,59,EU,IT,IT-34,Treviso (TV),LIPH,TSF,LIPH,TV01,"45.648399, 12.1944"
LIPK,medium_airport,Forl? Luigi Ridolfi Airport,97,EU,IT,IT-45,Forl? (FC),LIPK,FRL,LIPK,FC03,"44.194801, 12.0701"
LIPO,medium_airport,Brescia Gabriele d'Annunzio Airport,355,EU,IT,IT-25,Montichiari (BS),LIPO,VBS,LIPO,BS04,"45.428902, 10.3306"
LIPQ,medium_airport,Trieste??riuli Venezia Giulia Airport,39,EU,IT,IT-36,Ronchi dei Legionari (GO),LIPQ,TRS,LIPQ,GO02,"45.827499, 13.4722"
LIPR,medium_airport,Federico Fellini International Airport,40,EU,IT,IT-45,Rimini (RN),LIPR,RMI,LIPR,RN01,"44.020302, 12.6117"
LIPX,large_airport,Verona Villafranca Valerio Catullo Airport,239,EU,IT,IT-34,Caselle (VR),LIPX,VRN,LIPX,VR10,"45.394955, 10.887303"
LIPY,medium_airport,Marche Airport,49,EU,IT,IT-57,Falconara Marittima (AN),LIPY,AOI,LIPY,AN01,"43.616299, 13.3623"
LIPZ,large_airport,Venice Marco Polo Airport,7,EU,IT,IT-34,Venezia (VE),LIPZ,VCE,LIPZ,VE05,"45.505299, 12.3519"
LIQL,small_airport,Lucca-Tassignano Airport,39,EU,IT,IT-52,Capannori (LU),LIQL,LCV,LIQL,LU02,"43.825825, 10.577928"
LIQS,medium_airport,Siena-Ampugnano Airport,634,EU,IT,IT-52,Ampugnano (SI),LIQS,SAY,LIQS,SI01,"43.256302, 11.255"
LIRA,medium_airport,Ciampino??. B. Pastine International Airport,427,EU,IT,IT-62,Rome,LIRA,CIA,LIRA,RM12,"41.7994, 12.5949"
LIRF,large_airport,Rome??iumicino Leonardo da Vinci International Airport,13,EU,IT,IT-62,Rome,LIRF,FCO,LIRF,RM11,"41.804532, 12.251998"
LIRI,medium_airport,Salerno Costa d'Amalfi Airport,123,EU,IT,IT-72,Salerno,LIRI,QSR,LIRI,SA02,"40.620399, 14.9113"
LIRJ,medium_airport,Marina di Campo Airport,31,EU,IT,IT-52,Campo nell'Elba (LI),LIRJ,EBA,LIRJ,LI04,"42.760871, 10.239811"
LIRN,large_airport,Naples International Airport,294,EU,IT,IT-72,Napoli,LIRN,NAP,LIRN,NA01,"40.886002, 14.2908"
LIRP,large_airport,Pisa International Airport,6,EU,IT,IT-52,Pisa (PI),LIRP,PSA,LIRP,PI05,"43.683899, 10.3927"
LIRQ,large_airport,"Florence Airport, Peretola",142,EU,IT,IT-52,Firenze (FI),LIRQ,FLR,LIRQ,FI04,"43.808558, 11.202822"
LIRS,medium_airport,Grosseto Corrado Baccarini Air Base / Grosseto Airport,17,EU,IT,IT-52,Grosseto (GR),LIRS,GRS,LIRS,GR06,"42.759701, 11.0719"
LIRZ,medium_airport,Perugia San Francesco d'Assisi ??Umbria International Airport,697,EU,IT,IT-55,Perugia (PG),LIRZ,PEG,LIRZ,PG10,"43.095901, 12.5132"
LJLJ,large_airport,Ljubljana Jo?e Pu?nik Airport,1273,EU,SI,SI-012,Zgornji Brnik,LJLJ,LJU,LJLJ,,"46.223701, 14.4576"
LJMB,medium_airport,Maribor Edvard Rusjan Airport,876,EU,SI,SI-160,Orehova Vas,LJMB,MBX,LJMB,,"46.4799, 15.6861"
LJPZ,medium_airport,Portoro? Airport,7,EU,SI,SI-090,Se?ovlje,LJPZ,POW,LJPZ,,"45.47201, 13.615951"
LKCS,small_airport,?esk? Bud?jovice South Bohemian Airport,1417,EU,CZ,CZ-JC,?esk? Bud?jovice,LKCS,JCL,LKCS,,"48.9464, 14.4275"
LKKU,medium_airport,Kunovice Airport,581,EU,CZ,CZ-ZL,Uhersk? Hradi?t?,LKKU,UHE,LKKU,,"49.0294, 17.439699"
LKKV,medium_airport,Karlovy Vary Airport,1989,EU,CZ,CZ-KA,Karlovy Vary,LKKV,KLV,LKKV,,"50.202999, 12.915"
LKMT,medium_airport,Ostrava Leos Jan??ek Airport,844,EU,CZ,CZ-MO,Mo?nov,LKMT,OSR,LKMT,,"49.696301, 18.111099"
LKOL,small_airport,Olomouc Airport,869,EU,CZ,CZ-OL,Olomouc,LKOL,OLO,LKOL,,"49.587712, 17.209275"
LKPD,medium_airport,Pardubice Airport,741,EU,CZ,CZ-PA,Pardubice,LKPD,PED,LKPD,,"50.01340103149414, 15.73859977722168"
LKPO,medium_airport,P?erov Air Base,676,EU,CZ,CZ-OL,P?erov,LKPO,PRV,LKPO,,"49.4258, 17.404699"
LKPR,large_airport,V?clav Havel Airport Prague,1247,EU,CZ,CZ-PR,Prague,LKPR,PRG,LKPR,,"50.100874, 14.259911"
LKTB,medium_airport,Brno-Tu?any Airport,778,EU,CZ,CZ-JM,Brno,LKTB,BRQ,LKTB,,"49.15129852294922, 16.694400787353516"
LKVO,medium_airport,Vodochody Airport,919,EU,CZ,CZ-ST,Vodochody,LKVO,VOD,LKVO,,"50.216599, 14.3958"
LKZA,small_airport,Z?b?eh Doln? Bene?ov Airfield,791,EU,CZ,CZ-MO,Doln? Bene?ov,LKZA,ZBE,LKZA,,"49.928258, 18.075557"
LLBG,large_airport,Ben Gurion International Airport,135,AS,IL,IL-M,Tel Aviv,LLBG,TLV,LLBG,,"32.011398, 34.8867"
LLBS,small_airport,Beersheba (Teyman) Airport,656,AS,IL,IL-D,Beersheba,LLBS,BEV,LLBS,,"31.287000656128, 34.722999572754"
LLER,large_airport,Ramon International Airport,288,AS,IL,IL-D,Eilat,LLER,ETM,LLER,,"29.727009, 35.014116"
LLEY,small_airport,Ein Yahav Airfield,-164,AS,IL,IL-D,Sapir,LLEY,EIY,LLEY,,"30.621700286865234, 35.20330047607422"
LLHA,medium_airport,Haifa International Airport,28,AS,IL,IL-HA,Haifa,LLHA,HFA,LLHA,,"32.80939865112305, 35.04309844970703"
LLIB,medium_airport,Rosh Pina Airport,884,AS,IL,IL-Z,Rosh Pina,LLIB,RPN,LLIB,,"32.980999, 35.571899"
LLKS,small_airport,Kiryat Shmona Airport,386,AS,IL,IL-Z,Kiryat Shmona,LLKS,KSW,LLKS,,"33.216275, 35.59622"
LLMZ,medium_airport,Bar Yehuda Airfield,-1266,AS,IL,IL-D,Masada,LLMZ,MTZ,LLMZ,,"31.328199, 35.388599"
LLNV,medium_airport,Nevatim Air Base,1330,AS,IL,IL-D,Beersheba,LLNV,VTM,LLNV,,"31.208299636799996, 35.012298584"
LLOV,small_airport,Ovda Airport,1492,AS,IL,IL-D,Eilat,LLOV,VDA,LLOV,,"29.9403, 34.935799"
LLYT,small_airport,Yotvata Airfield,249,AS,IL,IL-D,Yotvata,LLYT,YOT,LLYT,,"29.901111, 35.0675"
LMML,large_airport,Malta International Airport,300,EU,MT,MT-25,Valletta,LMML,MLA,LMML,,"35.857498, 14.4775"
LOIH,small_airport,Hohenems-Dornbirn Airfield,1352,EU,AT,AT-8,Hohenems,LOIH,HOH,LOIH,,"47.384477, 9.699776"
LOWG,medium_airport,Graz Airport,1115,EU,AT,AT-6,Feldkirchen bei Graz,LOWG,GRZ,LOWG,,"46.9911, 15.4396"
LOWI,medium_airport,Innsbruck Airport,1907,EU,AT,AT-7,Innsbruck,LOWI,INN,LOWI,,"47.260201, 11.344"
LOWK,medium_airport,Klagenfurt Airport,1472,EU,AT,AT-2,Klagenfurt am W?rthersee,LOWK,KLU,LOWK,,"46.642502, 14.3377"
LOWL,medium_airport,Linz-H?rsching Airport / Vogler Air Base,980,EU,AT,AT-4,Linz,LOWL,LNZ,LOWL,,"48.2332, 14.1875"
LOWS,medium_airport,Salzburg Airport,1411,EU,AT,AT-5,Salzburg,LOWS,SZG,LOWS,,"47.793301, 13.0043"
LOWW,large_airport,Vienna International Airport,600,EU,AT,AT-9,Vienna,LOWW,VIE,LOWW,,"48.110298, 16.5697"
LPAZ,medium_airport,Santa Maria Airport,308,EU,PT,PT-20,Vila do Porto,LPAZ,SMA,LPAZ,,"36.97140121459961, -25.17060089111328"
LPBG,medium_airport,Bragan?a Airport,2241,EU,PT,PT-04,Bragan?a,LPBG,BGC,LPBG,,"41.8578, -6.70713"
LPBJ,medium_airport,Beja Airport / Airbase,636,EU,PT,PT-02,Beja,LPBJ,BYJ,LPBJ,,"38.078899, -7.9324"
LPBR,medium_airport,Braga Municipal Aerodrome,247,EU,PT,PT-03,Braga,LPBR,BGZ,LPBR,,"41.5871009827, -8.445139884949999"
LPCH,small_airport,Aerodromo de Chaves,1181,EU,PT,PT-17,Chaves,LPCH,CHV,LPCH,,"41.722356, -7.463064"
LPCO,medium_airport,Aerodromo Municipal de Coimbra,587,EU,PT,PT-06,Coimbra,LPCO,CBP,LPCO,,"40.158758, -8.470815"
LPCR,small_airport,Corvo Airport,,EU,PT,PT-20,Corvo,LPCR,CVU,LPCR,,"39.671501, -31.1136"
LPCS,medium_airport,Cascais Airport,325,EU,PT,PT-11,Cascais,LPCS,CAT,LPCS,,"38.724998, -9.35523"
LPFL,medium_airport,Flores Airport,112,EU,PT,PT-20,Santa Cruz das Flores,LPFL,FLW,LPFL,,"39.455299377441406, -31.131399154663086"
LPFR,large_airport,Faro Airport,24,EU,PT,PT-08,Faro,LPFR,FAO,LPFR,,"37.0144004822, -7.96590995789"
LPGR,medium_airport,Graciosa Airport,86,EU,PT,PT-20,Santa Cruz da Graciosa,LPGR,GRW,LPGR,,"39.092201232910156, -28.029800415039062"
LPHR,medium_airport,Horta Airport,118,EU,PT,PT-20,Horta,LPHR,HOR,LPHR,,"38.519901275634766, -28.715900421142578"
LPLA,medium_airport,Lajes Airport,180,EU,PT,PT-20,Praia da Vit?ria,LPLA,TER,LPLA,,"38.761799, -27.090799"
LPMA,large_airport,Madeira International Airport Cristiano Ronaldo,192,EU,PT,PT-30,Funchal,LPMA,FNC,LPMA,,"32.697899, -16.7745"
LPPD,large_airport,Jo?o Paulo II Airport,259,EU,PT,PT-20,Ponta Delgada,LPPD,PDL,LPPD,,"37.7411994934, -25.6979007721"
LPPI,medium_airport,Pico Airport,109,EU,PT,PT-20,Pico Island,LPPI,PIX,LPPI,,"38.554298, -28.441299"
LPPM,medium_airport,Portim?o Airport,5,EU,PT,PT-08,Portim?o,LPPM,PRM,LPPM,,"37.1493, -8.58396"
LPPR,large_airport,Francisco de S? Carneiro Airport,228,EU,PT,PT-13,Porto,LPPR,OPO,LPPR,,"41.2481002808, -8.68138980865"
LPPS,medium_airport,Porto Santo Airport,341,EU,PT,PT-30,Vila Baleira,LPPS,PXO,LPPS,,"33.0733985901, -16.3500003815"
LPPT,large_airport,Lisbon Humberto Delgado Airport,374,EU,PT,PT-11,Lisbon,LPPT,LIS,LPPT,,"38.7813, -9.13592"
LPSJ,medium_airport,S?o Jorge Airport,311,EU,PT,PT-20,Velas,LPSJ,SJZ,LPSJ,,"38.665501, -28.1758"
LPVR,medium_airport,Vila Real Airport,1805,EU,PT,PT-17,Vila Real,LPVR,VRL,LPVR,,"41.2743, -7.72047"
LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),2060,EU,PT,PT-18,Viseu,LPVZ,VSE,LPVZ,,"40.725498, -7.88899"
LQBK,medium_airport,Banja Luka International Airport,400,EU,BA,BA-SRP,Mahovljani,LQBK,BNX,LQBK,,"44.941399, 17.297501"
LQMO,medium_airport,Mostar International Airport,156,EU,BA,BA-BIH,Mostar,LQMO,OMO,LQMO,,"43.282901763916016, 17.84589958190918"
LQSA,large_airport,Sarajevo International Airport,1708,EU,BA,BA-BIH,Sarajevo,LQSA,SJJ,LQSA,,"43.8246, 18.331499"
LQTZ,medium_airport,Tuzla International Airport,784,EU,BA,BA-BIH,Dubrave Gornje,LQTZ,TZL,LQTZ,,"44.458698, 18.7248"
LRAR,medium_airport,Arad International Airport,352,EU,RO,RO-AR,Arad,LRAR,ARW,LRAR,,"46.176601, 21.261999"
LRBC,medium_airport,Bac?u George Enescu International  Airport,607,EU,RO,RO-BC,Bac?u,LRBC,BCM,LRBC,,"46.5219, 26.910299"
LRBM,medium_airport,Maramure? International Airport,605,EU,RO,RO-MM,T?u?ii-M?gher?u?,LRBM,BAY,LRBM,,"47.658444, 23.464445"
LRBS,medium_airport,Bucharest B?neasa Aurel Vlaicu International Airport,297,EU,RO,RO-B,Bucharest,LRBS,BBU,LRBS,,"44.503201, 26.1021"
LRBV,medium_airport,Bra?ov-Ghimbav International Airport,1740,EU,RO,RO-BV,Bra?ov (Ghimbav),LRBV,GHV,LRBV,,"45.70558, 25.522871"
LRCK,medium_airport,Mihail Kog?lniceanu International Airport,353,EU,RO,RO-CT,Mihail Kog?lniceanu,LRCK,CND,LRCK,,"44.362202, 28.4883"
LRCL,medium_airport,Cluj Avram Iancu International Airport,1039,EU,RO,RO-CJ,Cluj-Napoca,LRCL,CLJ,LRCL,,"46.787425, 23.684292"
LRCS,medium_airport,Caransebe? Airport,866,EU,RO,RO-CS,Caransebe?,LRCS,CSB,LRCS,,"45.420142, 22.252507"
LRCV,medium_airport,Craiova International Airport,626,EU,RO,RO-DJ,Craiova,LRCV,CRA,LRCV,,"44.3181, 23.888599"
LRIA,medium_airport,Ia?i Airport,411,EU,RO,RO-IS,Ia?i,LRIA,IAS,LRIA,,"47.180278, 27.620833"
LROD,medium_airport,Oradea International Airport,465,EU,RO,RO-BH,Oradea,LROD,OMR,LROD,,"47.025299072265625, 21.90250015258789"
LROP,large_airport,Bucharest Henri Coand? International Airport,314,EU,RO,RO-IF,Otopeni,LROP,OTP,LROP,,"44.572127, 26.103396"
LRSB,medium_airport,Sibiu International Airport,1496,EU,RO,RO-SB,Sibiu,LRSB,SBZ,LRSB,,"45.785841, 24.086666"
LRSM,medium_airport,Satu Mare International Airport,405,EU,RO,RO-SM,Satu Mare,LRSM,SUJ,LRSM,,"47.7033, 22.8857"
LRSV,medium_airport,Suceava Stefan cel Mare Airport,1375,EU,RO,RO-SV,Suceava,LRSV,SCV,LRSV,,"47.6875, 26.35409927368164"
LRTC,medium_airport,Tulcea Danube Delta Airport,200,EU,RO,RO-TL,Mihail Kog?lniceanu,LRTC,TCE,LRTC,,"45.0625, 28.7143"
LRTM,medium_airport,T?rgu Mure? Transilvania International Airport,963,EU,RO,RO-MS,Recea,LRTM,TGM,LRTM,,"46.467701, 24.4125"
LRTR,medium_airport,Timi?oara Traian Vuia Airport,348,EU,RO,RO-TM,Timi?oara,LRTR,TSR,LRTR,,"45.809898, 21.3379"
LSGG,large_airport,Geneva Cointrin International Airport,1411,EU,CH,CH-GE,Geneva,LSGG,GVA,LSGG,,"46.238098, 6.10895"
LSGS,medium_airport,Sion Airport,1582,EU,CH,CH-VS,Sion,LSGS,SIR,LSGS,,"46.219166, 7.326944"
LSME,medium_airport,Emmen Air Base,1400,EU,CH,CH-LU,Emmen,LSME,EML,LSME,,"47.092444, 8.305184"
LSMP,medium_airport,Payerne Air Base,1465,EU,CH,CH-FR,Payerne,LSMP,VIP,LSMP,,"46.8432, 6.91506"
LSZA,medium_airport,Lugano Airport,915,EU,CH,CH-TI,Agno,LSZA,LUG,LSZA,,"46.004299, 8.91058"
LSZB,medium_airport,Bern Airport,1671,EU,CH,CH-BE,Bern,LSZB,BRN,LSZB,,"46.912868, 7.498512"
LSZC,small_airport,Buochs Airport,1475,EU,CH,CH-NW,Buochs,LSZC,BXO,LSZC,,"46.974444, 8.396944"
LSZH,large_airport,Z?rich Airport,1417,EU,CH,CH-ZH,Zurich,LSZH,ZRH,LSZH,,"47.458056, 8.548056"
LSZR,medium_airport,Sankt Gallen Altenrhein Airport,1306,EU,CH,CH-SG,St. Gallen,LSZR,ACH,LSZR,,"47.485001, 9.56077"
LSZS,medium_airport,Samedan Airport,5600,EU,CH,CH-GR,Samedan,LSZS,SMV,LSZS,,"46.5341, 9.88411"
LTAC,large_airport,Esenbo?a International Airport,3125,AS,TR,TR-06,Ankara,LTAC,ESB,LTAC,,"40.128101, 32.995098"
LTAD,medium_airport,Etimesgut Air Base,2653,AS,TR,TR-06,Ankara,LTAD,ANK,LTAD,,"39.949798584, 32.6885986328"
LTAF,medium_airport,Adana ?akirpa?a Airport,65,AS,TR,TR-01,Seyhan,LTAF,ADA,LTAF,,"36.982201, 35.280399"
LTAG,medium_airport,?ncirlik Air Base,238,AS,TR,TR-01,Sar??am,LTAG,UAB,LTAG,,"37.002102, 35.4259"
LTAH,medium_airport,Afyon Air Base,3310,AS,TR,TR-03,Afyonkarahisar,LTAH,AFY,LTAH,,"38.726398, 30.601101"
LTAI,large_airport,Antalya International Airport,177,AS,TR,TR-07,Antalya,LTAI,AYT,LTAI,,"36.898701, 30.800501"
LTAJ,medium_airport,Gaziantep International Airport,2315,AS,TR,TR-27,Gaziantep,LTAJ,GZT,LTAJ,,"36.947201, 37.478699"
LTAL,medium_airport,Kastamonu Airport,3520,AS,TR,TR-37,Kastamonu,LTAL,KFS,LTAL,,"41.314201, 33.795799"
LTAN,medium_airport,Konya Airport,3392,AS,TR,TR-42,Konya,LTAN,KYA,LTAN,,"37.979, 32.561901"
LTAP,small_airport,Amasya Merzifon Airport,1758,AS,TR,TR-05,Amasya,LTAP,MZH,LTAP,,"40.829399, 35.521999"
LTAR,small_airport,Sivas Nuri Demira? Airport,5239,AS,TR,TR-58,Sivas,LTAR,VAS,LTAR,,"39.813801, 36.9035"
LTAS,medium_airport,Zonguldak ?aycuma Airport,44,AS,TR,TR-67,Zonguldak,LTAS,ONQ,LTAS,,"41.506401, 32.0886"
LTAT,medium_airport,Malatya Erha? Airport,2828,AS,TR,TR-44,Malatya,LTAT,MLX,LTAT,,"38.435298919699996, 38.0909996033"
LTAU,medium_airport,Kayseri Erkilet Airport,3463,AS,TR,TR-38,Kayseri,LTAU,ASR,LTAU,,"38.770401001, 35.4953994751"
LTAW,medium_airport,Tokat Airport,1859,AS,TR,TR-60,Tokat,LTAW,TJK,LTAW,,"40.32472, 36.39056"
LTAY,medium_airport,?ardak Airport,2795,AS,TR,TR-20,Denizli,LTAY,DNZ,LTAY,,"37.7855987549, 29.7012996674"
LTAZ,small_airport,Nev?ehir Kapadokya Airport,3100,AS,TR,TR-50,Nev?ehir,LTAZ,NAV,LTAZ,,"38.7719, 34.5345"
LTBA,medium_airport,?stanbul Atat?rk Airport,163,AS,TR,TR-34,"Bak?rk?y, Istanbul",LTBA,ISL,LTBA,,"40.971913, 28.823714"
LTBD,small_airport,Ayd?n ??ld?r Airport,102,AS,TR,TR-09,Ayd?n,LTBD,CII,LTBD,,"37.815389, 27.887566"
LTBF,medium_airport,Bal?kesir Airport,340,AS,TR,TR-10,Bal?kesir,LTBF,BZI,LTBF,,"39.619301, 27.926001"
LTBG,medium_airport,Band?rma Airport,170,AS,TR,TR-10,Band?rma,LTBG,BDM,LTBG,,"40.318001, 27.977699"
LTBH,medium_airport,?anakkale Airport,23,AS,TR,TR-17,?anakkale,LTBH,CKZ,LTBH,,"40.1376991272, 26.4267997742"
LTBI,medium_airport,Eski?ehir Air Base,2581,AS,TR,TR-26,Eski?ehir,LTBI,ESK,LTBI,,"39.7841, 30.5821"
LTBJ,large_airport,Adnan Menderes International Airport,412,AS,TR,TR-35,Gaziemir,LTBJ,ADB,LTBJ,,"38.2924, 27.157"
LTBO,medium_airport,U?ak Airport,2897,AS,TR,TR-64,U?ak,LTBO,USQ,LTBO,,"38.681499, 29.471701"
LTBQ,medium_airport,Cengiz Topel Airport,182,AS,TR,TR-41,Kartepe,LTBQ,KCO,LTBQ,,"40.735001, 30.0833"
LTBR,medium_airport,Bursa Yeni?ehir Airport,764,AS,TR,TR-16,Yeni?ehir,LTBR,YEI,LTBR,,"40.255199, 29.562599"
LTBS,large_airport,Dalaman International Airport,20,AS,TR,TR-48,Dalaman,LTBS,DLM,LTBS,,"36.7131004333, 28.7924995422"
LTBU,medium_airport,Tekirda? ?orlu Airport,574,EU,TR,TR-59,?orlu,LTBU,TEQ,LTBU,,"41.13819885253906, 27.919099807739258"
LTBV,small_airport,Bodrum-Ims?k Airport,202,AS,TR,TR-48,Bodrum,LTBV,BXN,LTBV,,"37.140099, 27.669701"
LTBY,medium_airport,Anadolu Airport,2588,AS,TR,TR-26,Eski?ehir,LTBY,AOE,LTBY,,"39.809898, 30.5194"
LTBZ,small_airport,Zafer Airport,3327,AS,TR,TR-43,Alt?nta?,LTBZ,KZR,LTBZ,,"39.113079, 30.128111"
LTCA,medium_airport,Elaz?? Airport,2927,AS,TR,TR-23,Elaz??,LTCA,EZS,LTCA,,"38.597974, 39.28348"
LTCB,medium_airport,Ordu??iresun Airport,11,AS,TR,TR-52,Ordu,LTCB,OGU,LTCB,OGU,"40.966872, 38.085995"
LTCC,medium_airport,Diyarbak?r Airport,2251,AS,TR,TR-21,Diyarbak?r,LTCC,DIY,LTCC,,"37.893902, 40.201"
LTCD,medium_airport,Erzincan Airport,3783,AS,TR,TR-24,Erzincan,LTCD,ERC,LTCD,,"39.7102012634, 39.527000427199994"
LTCE,medium_airport,Erzurum International Airport,5763,AS,TR,TR-25,Erzurum,LTCE,ERZ,LTCE,,"39.956501, 41.1702"
LTCF,medium_airport,Kars Airport,5889,AS,TR,TR-36,Kars,LTCF,KSY,LTCF,,"40.562198638916016, 43.1150016784668"
LTCG,medium_airport,Trabzon International Airport,104,AS,TR,TR-61,Trabzon,LTCG,TZX,LTCG,,"40.995098, 39.7897"
LTCI,medium_airport,Van Ferit Melen Airport,5480,AS,TR,TR-65,Van,LTCI,VAN,LTCI,,"38.46820068359375, 43.332298278808594"
LTCJ,medium_airport,Batman Airport,1822,AS,TR,TR-72,Batman,LTCJ,BAL,LTCJ,,"37.929000854499996, 41.1166000366"
LTCK,medium_airport,Mu? Airport,4157,AS,TR,TR-49,Mu?,LTCK,MSR,LTCK,,"38.747798919677734, 41.66120147705078"
LTCL,medium_airport,Siirt Airport,2001,AS,TR,TR-56,Siirt,LTCL,SXZ,LTCL,,"37.97890090942383, 41.84040069580078"
LTCM,medium_airport,Sinop Airport,20,AS,TR,TR-57,Sinop,LTCM,NOP,LTCM,,"42.018313, 35.071774"
LTCN,medium_airport,Kahramanmara? Airport,1723,AS,TR,TR-46,Kahramanmara?,LTCN,KCM,LTCN,,"37.5388259888, 36.9535217285"
LTCO,medium_airport,A?r? Airport,5462,AS,TR,TR-04,A?r?,LTCO,AJI,LTCO,,"39.655642, 43.025742"
LTCP,medium_airport,Ad?yaman Airport,2216,AS,TR,TR-02,Ad?yaman,LTCP,ADF,LTCP,,"37.7314, 38.468899"
LTCR,medium_airport,Mardin Airport,1729,AS,TR,TR-47,Mardin,LTCR,MQM,LTCR,,"37.223300933800004, 40.6316986084"
LTCS,medium_airport,?anl?urfa GAP Airport,2708,AS,TR,TR-63,?anl?urfa,LTCS,GNY,LTCS,,"37.445663, 38.895592"
LTCT,medium_airport,I?d?r Airport,3101,AS,TR,TR-76,I?d?r,LTCT,IGD,LTCT,,"39.976627, 43.876648"
LTCU,small_airport,Bing?l Airport,3506,AS,TR,TR-12,Bing?l,LTCU,BGG,LTCU,,"38.860131, 40.594489"
LTCV,medium_airport,??rnak ?erafettin El?i Airport,2038,AS,TR,TR-73,??rnak,LTCV,NKT,LTCV,,"37.3647, 42.0582"
LTCW,medium_airport,Hakkari Y?ksekova Airport,6400,AS,TR,TR-30,Hakkari,LTCW,YKO,LTCW,,"37.5497, 44.2381"
LTDA,medium_airport,Hatay Airport,269,AS,TR,TR-31,Antakya,LTDA,HTY,LTDA,,"36.362778, 36.282223"
LTDB,large_airport,?ukurova International Airport,35,AS,TR,TR-33,Tarsus,LTDB,COV,LTDB,,"36.890908, 35.070522"
LTFC,medium_airport,S?leyman Demirel International Airport,2835,AS,TR,TR-32,Isparta,LTFC,ISE,LTFC,,"37.8554, 30.368401"
LTFD,medium_airport,Bal?kesir Koca Seyit Airport,50,AS,TR,TR-10,Edremit,LTFD,EDO,LTFD,,"39.5546, 27.0138"
LTFE,large_airport,Milas Bodrum International Airport,21,AS,TR,TR-48,Bodrum,LTFE,BJV,LTFE,,"37.250599, 27.664301"
LTFG,medium_airport,Gazipa?a-Alanya Airport,92,AS,TR,TR-07,Gazipa?a,LTFG,GZP,LTFG,,"36.299217, 32.300598"
LTFH,medium_airport,Samsun-?ar?amba Airport,18,AS,TR,TR-55,Samsun,LTFH,SZF,LTFH,,"41.253988, 36.567546"
LTFJ,large_airport,Istanbul Sabiha G?k?en International Airport,312,AS,TR,TR-34,"Pendik, Istanbul",LTFJ,SAW,LTFJ,,"40.898602, 29.3092"
LTFK,small_airport,G?k?eada Airport,73,AS,TR,TR-17,G?k?eada,LTFK,GKD,LTFK,,"40.204498, 25.883302"
LTFM,large_airport,?stanbul Airport,325,EU,TR,TR-34,"Arnavutk?y, Istanbul",LTFM,IST,LTFM,,"41.261297, 28.741951"
LTFO,medium_airport,Rize??rtvin Airport,16,AS,TR,TR-53,Rize,LTFO,RZV,LTFO,,"41.179766, 40.848802"
LUBL,medium_airport,B?l?i International Airport,758,EU,MD,MD-RS,B?l?i,LUBL,BZY,LUBL,,"47.837666, 27.781108"
LUKK,medium_airport,Chi?in?u International Airport,399,EU,MD,MD-CU,Chi?in?u,LUKK,RMO,LUKK,,"46.9277, 28.931"
LWOH,medium_airport,Ohrid St. Paul the Apostle Airport,2313,EU,MK,MK-003,Ohrid,LWOH,OHD,LWOH,,"41.18, 20.7423"
LWSK,large_airport,Skopje International Airport,781,EU,MK,MK-008,Ilinden,LWSK,SKP,LWSK,,"41.958087, 21.622581"
